id,key,slug,title,isPPC,previewUrl,thumbnail,payoutType,payoutAmount,payoutPercentage,variablePayout,variablePayoutString,payoutCurrency,created_at,updated_at,networkId,categories,countries,processDate,source,sourceRefId,expired,active,featured,expiredAt,deleted,deletedAt,stwCrawled,stwCrawledAt,usdAmount,crawlAttempts,networkIntegrationId,networkName,networkSlug,randomScore,siteIdentifier
52e53bdff2cea3b4b925f57a440a9ab2,9284,sweepstakes-iphone-14-pro-v1-ch-cpa,Sweepstakes - iPhone 14 Pro v1 CH - CPA,False,https://algo-affiliates.com/,,cpa_flat,42.75,0.00,False,,USD,2024-02-29T02:26:00.134Z,2024-03-04T13:33:16.022Z,61,['Sweepstakes'],[],2024-02-29T02:25:59.559Z,csv,309177,,True,False,,False,,True,2024-02-29T03:45:06.946Z,42.75,0,242,Algo-Affiliates,algo-affiliates,0.4341226657538839,offervault
5391484be97e6918dc0351006b78d250,5676,all4u-shopify-custom-checkout-ch-cc-submit,All4U - Shopify Custom Checkout CH - CC Submit,False,https://snipboard.io/TYVysr.jpg,,cpa,37.40,0.00,False,,EUR,2024-03-04T23:27:37.199Z,2024-03-04T23:27:37.199Z,886,['CC Submit Sweepstakes'],[{'code': 'CH'}],2024-03-04T23:27:00.018Z,everflow,309434,,True,False,,False,,True,2024-01-11T23:28:09.221Z,40.56,0,245,The Lead Wolves,the-lead-wolves,0.012416319059295411,offervault
e5bcdd4d0828ced7d810538b60aad356,9279,sweepstakes-ipad-v5-no-cpa,Sweepstakes - iPad v5 NO - CPA,False,https://algo-affiliates.com/,,cpa_flat,39.00,0.00,False,,USD,2024-02-29T02:26:00.133Z,2024-03-04T13:33:16.022Z,61,['Sweepstakes'],[],2024-02-29T02:25:59.559Z,csv,309177,,True,False,,False,,True,2024-02-29T04:47:06.980Z,39.00,0,242,Algo-Affiliates,algo-affiliates,0.519819324881575,offervault
c3adda81089b582444856158664add2c,48702,48702-it-samsung-s24-cc_submit-cap-10-day,48702 - IT - Samsung S24 CC_submit CAP-10/day,False,https://affiliates.gasmobi.com/api/images/get/offers/real/48702,,lead,38.00,0.00,False,,USD,2024-03-04T21:37:00.588Z,2024-03-04T21:37:00.588Z,837,"['Free Trial', 'Sweepstakes', 'Lead Gen']",[{'code': 'IT'}],2024-03-04T21:37:00.059Z,gasmobi,309430,,True,False,,False,,True,2024-03-01T21:37:23.776Z,38.00,0,234,Gasmobi,gasmobi,0.265938235361054,offervault
9a23a9e39067ce5a7123c54ede98a78c,48704,48704-it-iphone-15-pro-max-cc-submit-cap-10-day,48704 - IT - iPhone 15 Pro Max -CC submit- CAP 10/day,False,https://affiliates.gasmobi.com/api/images/get/offers/real/48704,,lead,38.00,0.00,False,,USD,2024-03-04T21:37:00.587Z,2024-03-04T21:37:00.587Z,837,"['Free Trial', 'Sweepstakes', 'Lead Gen']",[{'code': 'IT'}],2024-03-04T21:37:00.059Z,gasmobi,309430,,True,False,,False,,True,2024-03-01T21:37:07.498Z,38.00,0,234,Gasmobi,gasmobi,0.9734133413235126,offervault
8ab8aaedbf057dda73bf6aae0ef90e8e,47940,47940-it-samsung-s22-cc_submit-cap-10-day,47940 - IT - Samsung S22 CC_submit CAP-10/day,False,https://affiliates.gasmobi.com/api/images/get/offers/real/47940,,lead,38.00,0.00,False,,USD,2024-03-04T21:37:01.871Z,2024-03-04T21:37:01.871Z,837,"['Free Trial', 'Sweepstakes', 'Lead Gen']",[{'code': 'IT'}],2024-03-04T21:37:00.059Z,gasmobi,309430,,True,False,,False,,True,2023-06-22T22:20:55.785Z,38.00,0,234,Gasmobi,gasmobi,0.36586112696240947,offervault
2dba9e5eb9868b0e697960e20fe67844,5539,crystalskies-iphone-14-pro-v1-ch-cc-submit,CrystalSkies - iPhone 14 Pro v1 CH - CC Submit,False,https://snipboard.io/VOduEj.jpg,,cpa,36.75,0.00,False,,USD,2024-03-04T23:27:37.737Z,2024-03-04T23:27:37.737Z,886,['CC Submit Sweepstakes'],[{'code': 'CH'}],2024-03-04T23:27:00.018Z,everflow,309434,,True,False,,False,,True,2023-10-12T23:29:09.232Z,36.75,0,245,The Lead Wolves,the-lead-wolves,0.5838508597800773,offervault
3b2e514701ceb4324bc2a77f127a42c1,3741,onceamonthgiveaway-sonos-play-1-nl-cc-submit-preview-mandatory-before-going-live,OnceAMonthGiveaway - Sonos Play 1 NL - CC Submit *PREVIEW MANDATORY BEFORE GOING LIVE*,False,https://snipboard.io/7GhvkS.jpg,,cpa,36.00,0.00,False,,USD,2024-03-04T23:27:41.414Z,2024-03-04T23:27:41.414Z,886,['CC Submit Sweepstakes'],[{'code': 'NL'}],2024-03-04T23:27:00.018Z,everflow,309434,,True,False,,False,,True,2022-04-12T23:28:46.770Z,36.00,0,245,The Lead Wolves,the-lead-wolves,0.8089783748819037,offervault
3b2e514701ceb4324bc2a77f127a42c1,3741,onceamonthgiveaway-sonos-play-1-nl-cc-submit-preview-mandatory-before-going-live,OnceAMonthGiveaway - Sonos Play 1 NL - CC Submit *PREVIEW MANDATORY BEFORE GOING LIVE*,False,https://snipboard.io/7GhvkS.jpg,,cpa,36.00,0.00,False,,USD,2024-03-04T23:27:41.414Z,2024-03-04T23:27:41.414Z,886,['CC Submit Sweepstakes'],[{'code': 'NL'}],2024-03-04T23:27:00.018Z,everflow,309434,,True,False,,False,,True,2022-04-12T23:28:46.770Z,36.00,0,245,The Lead Wolves,the-lead-wolves,0.8089783748819037,offervault
cdc93c47702192eb5fe2defd7d96c1df,3179,esteembonanza-iphone-13-regular-lp-be-cc-submit,EsteemBonanza - iPhone 13 (Regular LP) BE - CC Submit,False,https://snipboard.io/LHtFIP.jpg,,cpa,36.00,0.00,False,,USD,2024-03-04T23:27:42.156Z,2024-03-04T23:27:42.156Z,886,['CC Submit Sweepstakes'],[{'code': 'BE'}],2024-03-04T23:27:00.018Z,everflow,309434,,True,False,,False,,True,2021-11-30T23:33:30.255Z,36.00,0,245,The Lead Wolves,the-lead-wolves,0.36744567355252267,offervault
83276fb9f8dc05fae16271af37297270,9278,sweepstakes-dyson-v11-vacuum-cleaner-v1-fi-cpa,Sweepstakes - Dyson v11 Vacuum Cleaner v1 FI - CPA,False,https://algo-affiliates.com/,,cpa_flat,36.00,0.00,False,,USD,2024-02-29T02:26:00.133Z,2024-03-04T13:33:16.022Z,61,['Sweepstakes'],[],2024-02-29T02:25:59.559Z,csv,309177,,True,False,,False,,True,2024-02-29T02:59:45.983Z,36.00,0,242,Algo-Affiliates,algo-affiliates,0.7970202398373356,offervault
658818890f6fc004a5c7cfeaf19d2f1e,2017,timeshare-defense-email-cpa,Timeshare Defense [Email] CPA,False,https://rfatimesharerelief.com/?cid=cp177,,cpa,35.00,0.00,False,,USD,2024-03-04T12:58:05.516Z,2024-03-04T13:33:16.022Z,845,['Sweepstakes'],[{'code': 'US'}],2024-03-04T12:57:00.033Z,everflow,309412,,True,False,,False,,False,,35.00,3,463,Axad Capital,axad,0.12549880972103655,offervault
5d881d1130eda1c590988b1bf92df217,4067,centralprize-iphone-11-pro-cc-submit-cpl-sweepstakes-multi-geo,Centralprize - iPhone 11 Pro ( CC submit / CPL) - Sweepstakes - Multi Geo ,False,https://centralprize.com/pgift_box_iphone/?bra=iPhone&pro=11%20Pro%20%20&spo=Apple,,cpa,35.00,0.00,False,,USD,2024-03-05T06:11:20.723Z,2024-03-05T06:11:20.723Z,799,['Sweepstakes'],"[{'code': 'DE'}, {'code': 'SE'}, {'code': 'NO'}, {'code': 'DK'}, {'code': 'CH'}, {'code': 'AT'}]",2024-03-05T06:01:00.046Z,everflow,309445,,True,False,,False,,True,2023-08-15T06:12:18.727Z,35.00,0,275,Ambalaya,ambalaya-affiliate,0.9960710836656883,offervault
387a2915bebf9222d6c89a7049472d87,1055,samsung-qled-tv-v2,Samsung QLED TV - v2,False,https://lp.quizzhub.com/5354/?,,cpa,35.00,0.00,False,,USD,2024-03-04T21:03:30.910Z,2024-03-04T21:03:30.910Z,5,['Sweepstakes - Electronics'],"[{'code': 'FR'}, {'code': 'AU'}, {'code': 'US'}, {'code': 'UK'}, {'code': 'CA'}, {'code': 'ES'}, {'code': 'PL'}, {'code': 'JP'}]",2024-03-04T21:00:00.087Z,everflow,309428,,True,False,,False,,True,2023-05-16T21:04:12.574Z,35.00,0,284,Olavivo,olavivo,0.838774004454572,offervault
04344e0937acb1f508987a2af730c819,1054,iphone-14-pro-v3,iPhone 14 Pro - v3,False,https://lp.quiz4thewin.com/5313/?,,cpa,35.00,0.00,False,,USD,2024-03-04T21:03:31.292Z,2024-03-04T21:03:31.292Z,5,['Sweepstakes - Electronics'],"[{'code': 'FR'}, {'code': 'AU'}, {'code': 'US'}, {'code': 'UK'}, {'code': 'CA'}, {'code': 'ES'}, {'code': 'PL'}, {'code': 'JP'}]",2024-03-04T21:00:00.087Z,everflow,309428,,True,False,,False,,True,2023-05-16T21:04:07.886Z,35.00,0,284,Olavivo,olavivo,0.1473409099733649,offervault
3d2bf128cdb0b4bb2ab2c04e2d14d2ee,1053,dollar500-walmart-gift-card-v2,$500 Walmart Gift Card - v2,False,https://lp.quizzhub.com/5357/?,,cpa,35.00,0.00,False,,USD,2024-03-04T21:03:32.807Z,2024-03-04T21:03:32.807Z,5,['Sweepstakes - Gift Cards'],"[{'code': 'FR'}, {'code': 'AU'}, {'code': 'US'}, {'code': 'UK'}, {'code': 'CA'}, {'code': 'ES'}, {'code': 'PL'}, {'code': 'JP'}]",2024-03-04T21:00:00.087Z,everflow,309428,,True,False,,False,,True,2023-05-16T21:04:26.258Z,35.00,0,284,Olavivo,olavivo,0.8219429788472399,offervault
60d79d6283add95fe1875988d0d3b255,47941,47941-fr-samsung-s22-cc_submit-cap-10-day,47941 - FR - Samsung S22 CC_submit CAP-10/day,False,https://affiliates.gasmobi.com/api/images/get/offers/real/47941,,lead,35.00,0.00,False,,USD,2024-03-04T21:37:01.882Z,2024-03-04T21:37:01.882Z,837,"['Free Trial', 'Sweepstakes', 'Lead Gen']",[{'code': 'FR'}],2024-03-04T21:37:00.059Z,gasmobi,309430,,True,False,,False,,True,2023-06-22T22:32:49.903Z,35.00,0,234,Gasmobi,gasmobi,0.423361517197993,offervault
66d81423d977c98213a35860067129dd,47962,47962-fr-iphone-14-pro-cc-submit-cap-10-day,47962 - FR - iPhone 14 Pro -CC submit- CAP 10/day,False,https://affiliates.gasmobi.com/api/images/get/offers/real/47962,,lead,35.00,0.00,False,,USD,2024-03-04T21:37:01.972Z,2024-03-04T21:37:01.972Z,837,"['Free Trial', 'Sweepstakes', 'Lead Gen']",[{'code': 'FR'}],2024-03-04T21:37:00.059Z,gasmobi,309430,,True,False,,False,,True,2023-06-27T21:37:11.675Z,35.00,0,234,Gasmobi,gasmobi,0.9405336785084164,offervault
9e1cb78a60e0b4a9605c06c9b98f0398,48703,48703-fr-iphone-15-pro-max-cc-submit-cap-10-day,48703 - FR - iPhone 15 Pro Max -CC submit- CAP 10/day,False,https://affiliates.gasmobi.com/api/images/get/offers/real/48703,,lead,35.00,0.00,False,,USD,2024-03-04T21:37:00.587Z,2024-03-04T21:37:00.587Z,837,"['Free Trial', 'Sweepstakes', 'Lead Gen']",[{'code': 'FR'}],2024-03-04T21:37:00.059Z,gasmobi,309430,,True,False,,False,,True,2024-03-01T21:37:15.662Z,35.00,0,234,Gasmobi,gasmobi,0.4852506159189278,offervault
5c22aa6cbfdf20d19906bb4ca6fb0fc6,48701,48701-fr-samsung-s24-cc_submit-cap-10-day,48701 - FR - Samsung S24 CC_submit CAP-10/day,False,https://affiliates.gasmobi.com/api/images/get/offers/real/48701,,lead,35.00,0.00,False,,USD,2024-03-04T21:37:00.588Z,2024-03-04T21:37:00.588Z,837,"['Free Trial', 'Sweepstakes', 'Lead Gen']",[{'code': 'FR'}],2024-03-04T21:37:00.059Z,gasmobi,309430,,True,False,,False,,True,2024-03-01T21:37:11.574Z,35.00,0,234,Gasmobi,gasmobi,0.5924015525511492,offervault
535292b5d7bd45deed046aa1d80d7134,5109,crystalskies-iphone-14-pro-v1-no-cc-submit,CrystalSkies - iPhone 14 Pro v1 NO - CC Submit,False,https://snipboard.io/dKW5qj.jpg,,cpa,34.00,0.00,False,,USD,2024-03-04T23:27:39.194Z,2024-03-04T23:27:39.194Z,886,['CC Submit Sweepstakes'],[{'code': 'NO'}],2024-03-04T23:27:00.018Z,everflow,309434,,True,False,,False,,True,2023-06-29T23:28:51.590Z,34.00,0,245,The Lead Wolves,the-lead-wolves,0.36032030412424265,offervault
f8d53639eb7ad2d4eedc8da6020f67d2,48470,48470-ch-dyson-v15,48470 - CH - Dyson v15,False,https://affiliates.gasmobi.com/api/images/get/offers/real/48470,,lead,33.88,0.00,False,,USD,2024-03-04T21:37:02.708Z,2024-03-04T21:37:02.708Z,837,"['Free Trial', 'Sweepstakes', 'Lead Gen']",[{'code': 'CH'}],2024-03-04T21:37:00.059Z,gasmobi,309430,,True,False,,False,,True,2023-11-14T21:37:07.569Z,33.88,0,234,Gasmobi,gasmobi,0.2391048429721918,offervault
ccce9e519f0a7e1afaaaa34f433a771a,5110,special-shopify-checkout-no-cc-submit,Special - Shopify Checkout NO - CC Submit,False,https://snipboard.io/NPk4QZ.jpg,,cpa,31.00,0.00,False,,EUR,2024-03-04T23:27:39.189Z,2024-03-04T23:27:39.189Z,886,['CC Submit Sweepstakes'],[{'code': 'NO'}],2024-03-04T23:27:00.018Z,everflow,309434,,True,False,,False,,True,2023-06-29T23:28:14.648Z,33.62,0,245,The Lead Wolves,the-lead-wolves,0.5211538781026481,offervault
14fbfafe4eb005ba84ded28728375980,5111,specialflow-checkout-no-cc-submit,SpecialFlow - Checkout NO - CC Submit,False,https://snipboard.io/WoCf07.jpg,,cpa,31.00,0.00,False,,EUR,2024-03-04T23:27:39.186Z,2024-03-04T23:27:39.186Z,886,['CC Submit Sweepstakes'],[{'code': 'NO'}],2024-03-04T23:27:00.018Z,everflow,309434,,True,False,,False,,True,2023-06-29T23:29:19.259Z,33.62,0,245,The Lead Wolves,the-lead-wolves,0.9176442437932648,offervault
2de83048f9cb23529c6cc719db1b8669,5824,smh-shopify-blank-999-ctc-nz-cc-submit,SMH - Shopify Blank 9.99 CTC NZ - CC Submit,False,https://snipboard.io/GovEC9.jpg,,cpa,30.75,0.00,False,,EUR,2024-03-04T23:27:36.644Z,2024-03-04T23:27:36.644Z,886,['CC Submit Sweepstakes'],[{'code': 'NZ'}],2024-03-04T23:27:00.018Z,everflow,309434,,True,False,,False,,True,2024-02-05T23:28:14.683Z,33.35,0,245,The Lead Wolves,the-lead-wolves,0.8937296710849623,offervault
c10b489cea9b937312187d43916b3123,5823,shp-shopify-dynamic-store-999-ctc-nz-cc-submit,SHP - Shopify Dynamic Store 9.99 CTC NZ - CC Submit,False,https://snipboard.io/FcjmxC.jpg,,cpa,30.75,0.00,False,,EUR,2024-03-04T23:27:36.655Z,2024-03-04T23:27:36.655Z,886,['CC Submit Sweepstakes'],[{'code': 'NZ'}],2024-03-04T23:27:00.018Z,everflow,309434,,True,False,,False,,True,2024-02-05T23:28:09.171Z,33.35,0,245,The Lead Wolves,the-lead-wolves,0.9395505484491333,offervault
a0e5f6c8c2db228f20c5461ba156b9d4,5352,puretap-amz-white-checkout-no-cc-submit,Puretap - AMZ White Checkout NO - CC Submit,False,https://snipboard.io/96BHLo.jpg,,cpa,30.60,0.00,False,,EUR,2024-03-04T23:27:38.310Z,2024-03-04T23:27:38.310Z,886,['CC Submit Sweepstakes'],[{'code': 'NO'}],2024-03-04T23:27:00.018Z,everflow,309434,,True,False,,False,,True,2023-09-05T23:28:14.400Z,33.19,0,245,The Lead Wolves,the-lead-wolves,0.9722044361304618,offervault
47cb4bac814ebe752a012c1f53c0b8de,47251,47251-it-altroconsumo-2023-multigift-sms-confirmation,47251 - IT - Altroconsumo 2023 Multigift- SMS Confirmation,False,https://affiliates.gasmobi.com/api/images/get/offers/real/47251,,lead,33.11,0.00,False,,USD,2024-03-04T21:37:01.456Z,2024-03-04T21:37:01.456Z,837,"['Free Trial', 'Sweepstakes', 'Lead Gen']",[{'code': 'IT'}],2024-03-04T21:37:00.059Z,gasmobi,309430,,True,False,,False,,True,2023-01-25T21:38:46.193Z,33.11,0,234,Gasmobi,gasmobi,0.7126636739257184,offervault
603a4ba7b339a40189da25b17f3ea4aa,4033,downclover-playstation-5-fr-cc-submit-mandatory-preview-before-going-live,DownClover - Playstation 5 FR - CC Submit *MANDATORY PREVIEW BEFORE GOING LIVE*,False,https://snipboard.io/5VCSwP.jpg,,cpa,33.00,0.00,False,,USD,2024-03-04T23:27:41.013Z,2024-03-04T23:27:41.013Z,886,['CC Submit Sweepstakes'],[{'code': 'FR'}],2024-03-04T23:27:00.018Z,everflow,309434,,True,False,,False,,True,2022-06-01T03:46:09.413Z,33.00,0,245,The Lead Wolves,the-lead-wolves,0.4112975012528044,offervault
cd5cfce188cbbcc31b8d9b36890ea26e,4032,downclover-cooking-set-yellow-fr-cc-submit-mandatory-preview-before-going-live,DownClover - Cooking Set Yellow FR - CC Submit *MANDATORY PREVIEW BEFORE GOING LIVE*,False,https://snipboard.io/xtVuSb.jpg,,cpa,33.00,0.00,False,,USD,2024-03-04T23:27:41.014Z,2024-03-04T23:27:41.014Z,886,['CC Submit Sweepstakes'],[{'code': 'FR'}],2024-03-04T23:27:00.018Z,everflow,309434,,True,False,,False,,True,2022-06-01T23:28:50.587Z,33.00,0,245,The Lead Wolves,the-lead-wolves,0.6054795020803279,offervault
9d81bf85c2bd3b69869abcddd94c4538,4031,downclover-dyson-supersonic-fr-cc-submit-mandatory-preview-before-going-live,DownClover - Dyson Supersonic FR - CC Submit *MANDATORY PREVIEW BEFORE GOING LIVE*,False,https://snipboard.io/vtsTDH.jpg,,cpa,33.00,0.00,False,,USD,2024-03-04T23:27:41.025Z,2024-03-04T23:27:41.025Z,886,['CC Submit Sweepstakes'],[{'code': 'FR'}],2024-03-04T23:27:00.018Z,everflow,309434,,True,False,,False,,True,2022-06-01T23:29:49.205Z,33.00,0,245,The Lead Wolves,the-lead-wolves,0.17253636185646326,offervault
9b6b42e0e462596f951b28946dc4d63a,4030,downclover-macbook-3-colors-fr-cc-submit-mandatory-preview-before-going-live,DownClover - MacBook 3 Colors FR - CC Submit *MANDATORY PREVIEW BEFORE GOING LIVE*,False,https://snipboard.io/ePiVNl.jpg,,cpa,33.00,0.00,False,,USD,2024-03-04T23:27:41.030Z,2024-03-04T23:27:41.030Z,886,['CC Submit Sweepstakes'],[{'code': 'FR'}],2024-03-04T23:27:00.018Z,everflow,309434,,True,False,,False,,True,2022-05-30T23:28:14.161Z,33.00,0,245,The Lead Wolves,the-lead-wolves,0.3129449562757427,offervault
56b8081fedcd0d2135e0ec9a7423e820,216,jackpot-blank-lander-d-samsung-qled-tv-sweepstakes-cc-trial-us,JackPot Blank Lander D Samsung QLED TV - Sweepstakes - CC Trial (US),False,https://www.onmarshipment.com/o/1690958473f3897902,,fixed,33.00,0.00,False,,USD,2024-03-05T09:52:03.672Z,2024-03-05T09:52:03.672Z,1207,['CC Sweepstakes'],[{'code': 'US'}],2024-03-05T09:52:00.032Z,affise,309452,,True,False,,False,,True,2023-09-27T09:54:59.265Z,33.00,0,640,Coastal AFF Agency,coastal-aff-agency,0.2089921080956294,offervault
0386d864b8cea24692c7fc3acc0ab320,214,jackpot-blank-v10-sweepstakes-cc-trial-us,JackPot Blank V1.0 - Sweepstakes - CC Trial (US),False,https://www.onmarshipment.com/o/16c695df71fb814990,,fixed,33.00,0.00,False,,USD,2024-03-05T09:52:03.679Z,2024-03-05T09:52:03.679Z,1207,['CC Sweepstakes'],[{'code': 'US'}],2024-03-05T09:52:00.032Z,affise,309452,,True,False,,False,,True,2023-09-27T09:57:51.581Z,33.00,0,640,Coastal AFF Agency,coastal-aff-agency,0.18303912751316753,offervault
79d0b702015d1309283fc3e69f594ba4,220,jackpot-blank-lander-d-iphone-15-pro-sweepstakes-cc-trial-us,JackPot Blank Lander D iPhone 15 pro - Sweepstakes - CC Trial (US),False,https://www.onmarshipment.com/o/16c2950b732f971232,,fixed,33.00,0.00,False,,USD,2024-03-05T09:52:03.651Z,2024-03-05T09:52:03.651Z,1207,['CC Sweepstakes'],[{'code': 'US'}],2024-03-05T09:52:00.032Z,affise,309452,,True,False,,False,,True,2023-09-27T09:53:50.505Z,33.00,0,640,Coastal AFF Agency,coastal-aff-agency,0.8938435908516715,offervault
